,id,Original text,Clean text,create_at
0,1233819807239299072,"RT @PanosXidonas: You feel the #Fear of #CoronaVirus, but do you sense its #Velocity? On #Feb24 #VIX was 25.03, with a daily #ΔRate of 46.5…",feel sense 25.03 daily 46.5 ,Sat Feb 29 18:22:19 +0000 2020
,id,Original text,Clean text,create_at
0,1233819591647924229,RT @JayRox05: Just in case you missed it yesterday. Here is the #SCAR track list.. https://t.co/3Ak0VEuram,case missed yesterday track list..,Sat Feb 29 18:21:28 +0000 2020
,id,Original text,Clean text,create_at
0,1233816826901078018,"RT @jesustomyrescue: We have no reason to be afraid of tomorrow, because we serve a God that goes out before us, never leaving us alone. Tr…",reason afraid tomorrow serve god go u never leaving u alone tr ,Sat Feb 29 18:10:29 +0000 2020
,id,Original text,Clean text,create_at
0,1233816741798727685,Do you believe in #fear or living life?  Guess which I pick? #getYourButtOnTheRide https://t.co/tZUHcKLUXY,believe living life guess pick,Sat Feb 29 18:10:09 +0000 2020
,id,Original text,Clean text,create_at
0,1233815618589220864,#fear the moose https://t.co/ciSbhpOA5J,moose,Sat Feb 29 18:05:41 +0000 2020
,id,Original text,Clean text,create_at
0,1233815349340069891,The Irrational Coronavirus Fear That Wiped $3.4 Trillion Off the Stock Market This Week  #stocks #markets #selloff… https://t.co/O725VHZ4CZ,irrational coronavirus fear wiped 3.4 trillion stock market week  ,Sat Feb 29 18:04:37 +0000 2020
,id,Original text,Clean text,create_at
0,1233813227978416128,RT @flightwit: #Fear of high places. Understanding what causes it helps. https://t.co/bCqpBd6rps #travel RT #IARTG #lp #ttot https://t.co/d…,high place understanding cause help rt,Sat Feb 29 17:56:11 +0000 2020
,id,Original text,Clean text,create_at
0,1233813008759115776,Fear itself is the biggest coronavirus danger ⁦@HolmanJenkins⁩ #fear #coronavirus #COVID19 #markets #psychology… https://t.co/bCx4vvl6Mm,fear biggest coronavirus danger    ,Sat Feb 29 17:55:19 +0000 2020
,id,Original text,Clean text,create_at
0,1233812939553021957,"#Fear of failure! Who are you competing against? 

What are your #regrets?

https://t.co/uDYCIpFob0 #success https://t.co/Y0nFDyfvqJ",failure competing,Sat Feb 29 17:55:02 +0000 2020
,id,Original text,Clean text,create_at
0,1233812792362201088,"RT @Davorka1965774: That's not the spark in your eyes... 

#Nightmare by Cristobal Lopez https://t.co/culinTVHaU",'s spark eye cristobal lopez,Sat Feb 29 17:54:27 +0000 2020
,id,Original text,Clean text,create_at
0,1233812525327757312,"I'm starting to lose hope, how can no one answer this question. #scared #runningoutoftime",'m starting lose hope one answer question,Sat Feb 29 17:53:23 +0000 2020
,id,Original text,Clean text,create_at
0,1233812171596845056,RT @quantumshieldbk: #Fear is a result of the lies we tell ourselves. #Love is a result of living in truth.,result lie tell result living truth,Sat Feb 29 17:51:59 +0000 2020
,id,Original text,Clean text,create_at
0,1233812050675146752,"RT @KimFatUn: HOW. MANY. TIMES. ARE. YOU. GOING. TO. FALL. FOR. IT?!?!
#FEAR
#PANIC
#CoronaVirus
#Covid19 

Wash your hands, get rest, stay…",many time going fall wash hand get rest stay ,Sat Feb 29 17:51:30 +0000 2020
,id,Original text,Clean text,create_at
0,1233810999175598080,"HOW. MANY. TIMES. ARE. YOU. GOING. TO. FALL. FOR. IT?!?!
#FEAR
#PANIC
#CoronaVirus
#Covid19 

Wash your hands, get… https://t.co/slaZOBDahp",many time going fall wash hand get ,Sat Feb 29 17:47:19 +0000 2020
,id,Original text,Clean text,create_at
0,1233810136927473668,finna get tatted #scared,finna get tatted,Sat Feb 29 17:43:54 +0000 2020
,id,Original text,Clean text,create_at
0,1233809188079403012,Our fear takes over and we play it safe by just watching instead of participating. #fear https://t.co/tZUHcKLUXY,fear take play safe watching instead participating,Sat Feb 29 17:40:08 +0000 2020
,id,Original text,Clean text,create_at
0,1233809074552262656,"""Trust on your Own Wings""

#afraid #breaking #tree #trust #charliewardlequotes #bird #quotes #own #wings #quotes… https://t.co/XVKrnpBOVf",`` trust wing ''  ,Sat Feb 29 17:39:41 +0000 2020
,id,Original text,Clean text,create_at
0,1233808346295283719,"RT @morales_ej: Dreaded Tales : A Short #Horror Story Collection
#paranormal #psychological #fear 
#slasher #zombies #supernatural
Read it…",dreaded tale short story collection read it ,Sat Feb 29 17:36:47 +0000 2020
,id,Original text,Clean text,create_at
0,1233808043072262144,"RT @GuildNightmares: I Took Too Much Caffeine so I'm Hyped! Come watch the craziness ensue!!!!
https://t.co/AfHfQZ1IQb 
#elgato #Astros #ch…",took much caffeine 'm hyped come watch craziness ensue  ,Sat Feb 29 17:35:35 +0000 2020
,id,Original text,Clean text,create_at
0,1233806668829483009,#Fear of high places. Understanding what causes it helps. https://t.co/bCqpBd6rps #travel RT #IARTG #lp #ttot https://t.co/d96PL4XbPJ,high place understanding cause help rt,Sat Feb 29 17:30:07 +0000 2020
,id,Original text,Clean text,create_at
0,1233806481142767617,"RT @TimBurt: As Christians, we often make difficult decisions in faith. Satan tries to undermine them with #fear! #FreshManna #BibleDevotio…",christian often make difficult decision faith satan try undermine  ,Sat Feb 29 17:29:22 +0000 2020
,id,Original text,Clean text,create_at
0,1233805622090633216,"I Took Too Much Caffeine so I'm Hyped! Come watch the craziness ensue!!!!
https://t.co/AfHfQZ1IQb 
#elgato #Astros… https://t.co/BXPMHZrdjm",took much caffeine 'm hyped come watch craziness ensue  ,Sat Feb 29 17:25:57 +0000 2020
,id,Original text,Clean text,create_at
