,id,Original text,Clean text,create_at
0,1235692264619274240,"🔥🔥cooking🔥🔥

Dropping soon! 
#surprise #vibes #viral ##bday #april1st #fire 
Deleting soon! 
Should I drop this? https://t.co/7gRcU7jvJ4",cooking dropping soon deleting soon drop,Thu Mar 05 22:22:48 +0000 2020
,id,Original text,Clean text,create_at
0,1235691436739309568,"Do you like to masturbate together. Do you want to try it?
https://t.co/dk1JEylfiz
#Surprise
 #earrings #china https://t.co/mvpQjP87np",like masturbate together want try,Thu Mar 05 22:19:31 +0000 2020
,id,Original text,Clean text,create_at
0,1235690775314198529,@MatthiasVisie Who told you? Damn. #surprise #ruined We can’t go ahead now. I better call Jimmie Wilson...,told damn   go ahead better call jimmie wilson,Thu Mar 05 22:16:53 +0000 2020
,id,Original text,Clean text,create_at
0,1235686286146637825,#Surprised since it also says you'll contact me in 1 business day and I filed those claims on Monday. #Thanks for that!,since also say 'll contact 1 business day filed claim monday,Thu Mar 05 21:59:03 +0000 2020
,id,Original text,Clean text,create_at
0,1235679592079167491,Some fucking good new #SURPRISE https://t.co/eTRffwiw8z,fucking good new,Thu Mar 05 21:32:27 +0000 2020
,id,Original text,Clean text,create_at
0,1235676812786700290,"I complimented a guy on his jeans, and he DIDN'T think I was hitting on him. Are Men evolving? #surprise #ThursdayThoughts #dope #BDE",complimented guy jean n't think hitting men evolving,Thu Mar 05 21:21:24 +0000 2020
,id,Original text,Clean text,create_at
0,1235676318630543361,Second brilliant film I’ve seen this week. I didn’t expect this to be so good. I was hooked from the first second… https://t.co/1eFrtl1fel,second brilliant film   seen week   expect good hooked first second ,Thu Mar 05 21:19:26 +0000 2020
,id,Original text,Clean text,create_at
0,1235667357433032707,I like to look at your bulges. #Surprise   #aws #clip https://t.co/6dwvkhiQVQ,like look bulge,Thu Mar 05 20:43:50 +0000 2020
,id,Original text,Clean text,create_at
0,1235663633507479552,"For me, the most erotic sight is the expression of your face when you are focused #Surprise   #yoga #adventure https://t.co/2ev480mCbl",erotic sight expression face focused,Thu Mar 05 20:29:02 +0000 2020
,id,Original text,Clean text,create_at
0,1235661713690841089,"@ValdisKrebs @chey_cobb @thespybrief I have a landline. It works when the power goes out. 
#Surprise",landline work power go,Thu Mar 05 20:21:24 +0000 2020
,id,Original text,Clean text,create_at
0,1235651407468007424,"@BMccnuggets @trey_forde @JDiablo12 Been saving it for a while, waiting for the right time 🤗 #surprise",saving waiting right time  ,Thu Mar 05 19:40:27 +0000 2020
,id,Original text,Clean text,create_at
0,1235650739545862144,"Career tip for landing jobs like ""ASST STORE MGR in SURPRISE, AZ"" in #Surprise, AZ. Go on informational interviews.… https://t.co/9rjwCDaaG3",career tip landing job like `` asst store mgr surprise az '' az go informational interviews. ,Thu Mar 05 19:37:48 +0000 2020
,id,Original text,Clean text,create_at
0,1235646199228743681,One proud daddy; one surprised daughter! #surprise #weekenddad https://t.co/hdkTfiaIJs,one proud daddy one surprised daughter,Thu Mar 05 19:19:45 +0000 2020
,id,Original text,Clean text,create_at
0,1235635325214613505,W8 for the response. #surprise https://t.co/D9KIDDx8G2,w8 response,Thu Mar 05 18:36:33 +0000 2020
,id,Original text,Clean text,create_at
0,1235635129172754432,"I give you a chance to show that you know how ... Forward, and you will not regret it! #Surprise   #brexit #girls https://t.co/FW9d9jjNDu",give chance show know forward regret,Thu Mar 05 18:35:46 +0000 2020
,id,Original text,Clean text,create_at
0,1235634157180588033,RT @MrsRoche1: We are all dressed up and looking fabulous in Dosbarth 2R for World Book Day! 📚 📖 I wonder who our mystery readers will be t…,dressed looking fabulous dosbarth 2r world book day wonder mystery reader t ,Thu Mar 05 18:31:54 +0000 2020
,id,Original text,Clean text,create_at
0,1235624252813897728,"RT @Icepop_Magazine: A homeless man was shocked to discover this!
😦😵🤯
#surprise #amazing #viral",homeless man shocked discover  ,Thu Mar 05 17:52:33 +0000 2020
,id,Original text,Clean text,create_at
0,1235623412728508416,I'm the one whose boobs your heart suffers. Has it not yet popped out of its chest? #Surprise   #latina #boys https://t.co/hQdjcvMZ7B,'m one whose boob heart suffers yet popped chest,Thu Mar 05 17:49:13 +0000 2020
,id,Original text,Clean text,create_at
0,1235621123175231489,"Interested in a job in #Surprise, AZ? This could be a great fit: https://t.co/l5DJvotfqK #Clerical",interested job az could great fit,Thu Mar 05 17:40:07 +0000 2020
,id,Original text,Clean text,create_at
