,id,Original text,Clean text,create_at
0,1235686088267702279,@MattWalshBlog What the hell is wrong with these people???!!!! Get me and mine off this planet! #sowrong #Disgusting #shitparenting #vile,hell wrong people get mine planet,Thu Mar 05 21:58:16 +0000 2020
,id,Original text,Clean text,create_at
0,1235680848638128128,Why are these people so angry?  I feel sorry for her. She obviously has some major metal issues.  #Disgusting https://t.co/qnbTvgb7bq,people angry feel sorry obviously major metal issue,Thu Mar 05 21:37:26 +0000 2020
,id,Original text,Clean text,create_at
0,1235680586720833542,I had to leave Austria due to the persecution of Jews. #disgusting,leave austria due persecution jew,Thu Mar 05 21:36:24 +0000 2020
,id,Original text,Clean text,create_at
0,1235680201599840258,I’m fucking disgusted... how you going to compare this fucking trash to Sophia Loren...!? #disgust #disrespect https://t.co/rZNQDCTYIs,  fucking disgusted going compare fucking trash sophia loren.,Thu Mar 05 21:34:52 +0000 2020
,id,Original text,Clean text,create_at
0,1235674524965724160,"@andylassner @FLOTUS you are completely WORTHLESS as a FLOTUS... people are sick, scared and dying, but hey, let’s… https://t.co/wosrX86t1V",completely worthless flotus people sick scared dying hey let   s ,Thu Mar 05 21:12:19 +0000 2020
,id,Original text,Clean text,create_at
0,1235672696110772224,@Alyssa_Milano @realDonaldTrump so are the #disgusting one. If you had half a brain you would understand Americans… https://t.co/BPZuZY8DrW,one half brain would understand americans ,Thu Mar 05 21:05:03 +0000 2020
,id,Original text,Clean text,create_at
0,1235670909563924505,#disgusting Wilko slashes sick pay for tens of thousands of workers https://t.co/BScrePRObK,wilko slash sick pay ten thousand worker,Thu Mar 05 20:57:57 +0000 2020
,id,Original text,Clean text,create_at
0,1235668479510040577,Shocking how many people pick their NOSE with absolute no shame. Even with #Coronvirus creeping up on everyone at l… https://t.co/xoJa9AHTQG,shocking many people pick nose absolute shame even creeping everyone l ,Thu Mar 05 20:48:17 +0000 2020
,id,Original text,Clean text,create_at
0,1235665083176382465,@chicagosmayor - this is 10% #disgusting ! How dare you defend #Illegalimmigrants - why aren't you putting… https://t.co/qwjDyvNuO1,10 dare defend putting ,Thu Mar 05 20:34:48 +0000 2020
,id,Original text,Clean text,create_at
0,1235659714937212928,@DrShayPhD He's whipping out his deceased Son Card when asked questions about voting for the War by a Veteran. #Disgusting,'s whipping deceased son card asked question voting war veteran,Thu Mar 05 20:13:28 +0000 2020
,id,Original text,Clean text,create_at
0,1235658647100850176,"RT @DC_Draino: Mini Mike needs to Stop Frisking the buffet line

#disgusting

 https://t.co/PkGK7IgzRi",mini mike need stop frisking buffet line,Thu Mar 05 20:09:13 +0000 2020
,id,Original text,Clean text,create_at
0,1235657906684649473,What is wrong with these people!?!?! #disgusting https://t.co/26VaZJkfBa,wrong people,Thu Mar 05 20:06:17 +0000 2020
,id,Original text,Clean text,create_at
0,1235657825759547392,Guess it’s time to cancel @hulu #disgusting #SavetheChildren #ClintonBodyCount #ClintonCrimeFamily #Adrenochrome… https://t.co/eMlpKY4MWi,guess   time cancel  ,Thu Mar 05 20:05:57 +0000 2020
,id,Original text,Clean text,create_at
0,1235657690958794753,RT @BeastModeManny: And the statement released had no details. The fans and talent need to be made aware. This is not ok. #disgusting,statement released detail fan talent need made aware ok,Thu Mar 05 20:05:25 +0000 2020
,id,Original text,Clean text,create_at
