,id,Original text,Clean text,create_at
0,1233815075535736832,"Some days I can handle more shit than others, today is not one of those days!

#angry
#sad
#lifeissucking 
#frustrated",day handle shit others today one day,Sat Feb 29 18:03:31 +0000 2020
,id,Original text,Clean text,create_at
0,1233812891574378499,Honestly there's times I wish I had never met certain people! #annoyed #saturdaysareshite #crabbit,honestly 's time wish never met certain people,Sat Feb 29 17:54:51 +0000 2020
,id,Original text,Clean text,create_at
0,1233808771203375110,How many problems/issues could we avoid if we just told the truth (the WHOLE truth) all the time?!  #frustrated… https://t.co/Uhx8XuDvVN,many problems/issues could avoid told truth whole truth time  ,Sat Feb 29 17:38:28 +0000 2020
,id,Original text,Clean text,create_at
0,1233803039213080577,"uh-oh! hands turning into claws again!
#angry #antinatalism https://t.co/sPB9hXmwkL",uh-oh hand turning claw,Sat Feb 29 17:15:42 +0000 2020
,id,Original text,Clean text,create_at
0,1233796963797258241,@RealBlackCoffee @mpho_pitsi_SA @KaizerChiefs Let's clap hands for them #annoyed,let 's clap hand,Sat Feb 29 16:51:33 +0000 2020
,id,Original text,Clean text,create_at
0,1233794946521427968,RT @celebritykimdot: 🔥 #Gossip #Furious Sharon Stone Furious With Robert De Niro And Martin Scorsese For Refusing To Work With Her? https:/…,sharon stone furious robert de niro martin scorsese refusing work https/ ,Sat Feb 29 16:43:32 +0000 2020
,id,Original text,Clean text,create_at
0,1233794823619936256,🔥 #Gossip #Furious Sharon Stone Furious With Robert De Niro And Martin Scorsese For Refusing To Work With Her? https://t.co/gJo85uSihQ,sharon stone furious robert de niro martin scorsese refusing work,Sat Feb 29 16:43:03 +0000 2020
,id,Original text,Clean text,create_at
0,1233794160894914562,"Still no word from my distributor

#Frustrated #Music #problem",still word distributor,Sat Feb 29 16:40:25 +0000 2020
,id,Original text,Clean text,create_at
0,1233792537091084289,Don’t @ me. #annoyed https://t.co/EjBVM5OAau, ,Sat Feb 29 16:33:58 +0000 2020
,id,Original text,Clean text,create_at
0,1233790107024527361,RT @JennMacTavish: Sad to see this #book as a Heather’s pick.  #livestock play a role in fighting #ClimateChange #frustrated ⁦@chaptersindi…,sad see heather   pick play role fighting  ,Sat Feb 29 16:24:18 +0000 2020
,id,Original text,Clean text,create_at
0,1233789898890465280,why cant i play super smash bros for wii u on my wiiiiii! #annoyed #girlgamerproblems,cant play super smash bros wii u wi,Sat Feb 29 16:23:29 +0000 2020
,id,Original text,Clean text,create_at
0,1233786924701229056,Sad to see this #book as a Heather’s pick.  #livestock play a role in fighting #ClimateChange #frustrated ⁦… https://t.co/JikHmAOnAd,sad see heather   pick play role fighting  ,Sat Feb 29 16:11:40 +0000 2020
,id,Original text,Clean text,create_at
0,1233781879712731136,There is no such thing as stupid ass questions BULLSHIT yes there fucken is #annoyed,thing stupid as question bullshit yes fucken,Sat Feb 29 15:51:37 +0000 2020
,id,Original text,Clean text,create_at
0,1233780069077835776,@HIExpressExCeL dad is #angry 😡🤬,dad  ,Sat Feb 29 15:44:25 +0000 2020
,id,Original text,Clean text,create_at
0,1233779783198101504,#frustrated about how i wnna PINCH hyejoo’s cheekies :3,wnna pinch hyejoo   cheekies 3,Sat Feb 29 15:43:17 +0000 2020
,id,Original text,Clean text,create_at
0,1233779772829970433,"Really pissed off with the rip off I bought on eBay 🤬. 
Estore-777 still isn’t responding to my messages.
 
I’ll ne… https://t.co/NGP4mLVimL",really pissed rip bought ebay   estore-7 still   responding message   ne ,Sat Feb 29 15:43:15 +0000 2020
,id,Original text,Clean text,create_at
0,1233777938341842945,What the hell are these politicians playing at? 🙄 #annoyed,hell politician playing,Sat Feb 29 15:35:57 +0000 2020
,id,Original text,Clean text,create_at
0,1233777554235912192,@abherlang You must be #angry,must,Sat Feb 29 15:34:26 +0000 2020
,id,Original text,Clean text,create_at
0,1233776174914056192,@fadumomahdii She really did sis #Annoyed,really si,Sat Feb 29 15:28:57 +0000 2020
,id,Original text,Clean text,create_at
0,1233776000481185792,"Angry T-Shirt, Gift For Him!

Check it Out: https://t.co/Lu5pt2N9WQ

#angry #tshirt #hell #Devil #giftforhim https://t.co/K7YVlpOFZD",angry t-shirt gift check,Sat Feb 29 15:28:15 +0000 2020
,id,Original text,Clean text,create_at
0,1233772608115503105,@metrotrains would appreciate when getting on the train you tell me you can't take me home #angry,would appreciate getting train tell ca take home,Sat Feb 29 15:14:46 +0000 2020
,id,Original text,Clean text,create_at
0,1233765434261983234,Erg. Yearly facebook cleanse. #annoyed,erg yearly facebook cleanse,Sat Feb 29 14:46:16 +0000 2020
,id,Original text,Clean text,create_at
0,1233755418645712897,"It’s clear people just anuh my ting. 

#annoyed",  clear people anuh ting,Sat Feb 29 14:06:28 +0000 2020
,id,Original text,Clean text,create_at
0,1233754741575995395,@coopuk absolutely disgusted what one of your delivery drivers just did! #angry #baddriving https://t.co/TI72JMVCtW,absolutely disgusted one delivery driver,Sat Feb 29 14:03:47 +0000 2020
,id,Original text,Clean text,create_at
0,1233749515443884033,#Privileged class can fight for #justice only if they are getting benefit out of it otherwise they will show their… https://t.co/DvqD47yeCu,class fight getting benefit otherwise show their ,Sat Feb 29 13:43:01 +0000 2020
,id,Original text,Clean text,create_at
0,1233748385628401666,"My partner is always unsatisfied and gets #angry with me a lot. What should I do, N. Asks, Mishu answers. https://t.co/lUfROiXdqM",partner always unsatisfied get lot n. asks mishu answer,Sat Feb 29 13:38:31 +0000 2020
,id,Original text,Clean text,create_at
0,1233720749699092480,"The face I give when she's annoying me 😂 but forever there for you as you are for me ❤️
.
.
.
#annoyed
#beardedman… https://t.co/Y7vHwXRzDn",face give 's annoying forever    ,Sat Feb 29 11:48:42 +0000 2020
,id,Original text,Clean text,create_at
0,1233713162890797056,There’s a darkness coming .... I’m not afraid .. I am the darkness #angry #frustration #charliezdevilz charliezdevi… https://t.co/RRN3AdBCNw,  darkness coming   afraid .. darkness charliezdevi ,Sat Feb 29 11:18:33 +0000 2020
,id,Original text,Clean text,create_at
0,1233706720985337856,@HarryShotta @Eminem How you ain’t bite your tongue king?? #FURIOUS 😂😂,  bite tongue king,Sat Feb 29 10:52:58 +0000 2020
,id,Original text,Clean text,create_at
0,1233706250359230465,@pastirka @1956bbay @ThankTimes @NhSoe15 @SensiblePaddy This really makes me angry.  I live in York and have to wai… https://t.co/n2cXINl6EV,really make angry live york wai ,Sat Feb 29 10:51:05 +0000 2020
,id,Original text,Clean text,create_at
0,1233682236634996738,RT @CrawlStand: Don't become a person that loses control everytime they get #angry. Learn how to manage anger and take back control of your…,become person loses control everytime get learn manage anger take back control your ,Sat Feb 29 09:15:40 +0000 2020
,id,Original text,Clean text,create_at
0,1233682075577995264,Don't become a person that loses control everytime they get #angry. Learn how to manage anger and take back control… https://t.co/LPDApFc6aE,become person loses control everytime get learn manage anger take back control ,Sat Feb 29 09:15:02 +0000 2020
,id,Original text,Clean text,create_at
0,1233678004263571458,Obsessed by weather apps in order to get out for a run. Currently on day 2 of not being able to go out for big run #frustrated #StormJorge,obsessed weather apps order get run currently day 2 able go big run,Sat Feb 29 08:58:51 +0000 2020
,id,Original text,Clean text,create_at
0,1233666676303941632,"RT @Faye_E_Arcand: Hello TwitterLand. 
I'm feeling a bit #Annoyed 

My twitter feed right now has nothing relatable or engaging.  How is Yo…",hello twitterland 'm feeling bit twitter feed right nothing relatable engaging yo ,Sat Feb 29 08:13:50 +0000 2020
,id,Original text,Clean text,create_at
0,1233662548291072008,I've probably redone my hair 20 times this morning...aaahhh it just doesn't want to do anything!!!!! #frustrated,'ve probably redone hair 20 time morning.ah want anything,Sat Feb 29 07:57:26 +0000 2020
,id,Original text,Clean text,create_at
0,1233655216874180609,@SmoothieKing so for the second week in a row I’ve been told SK was too “busy” to take my call in order. I drive by… https://t.co/awpteuOE1M,second week row   told sk   busy   take call order drive by ,Sat Feb 29 07:28:18 +0000 2020
,id,Original text,Clean text,create_at
0,1233647242705358848,"RT @waheedkakafsd: When Someone Stop Getting #Angry On
You. Its Clear That You Have #Lost Your
Importance From Their Life..!!""",someone stop getting clear importance life.. '',Sat Feb 29 06:56:37 +0000 2020
,id,Original text,Clean text,create_at
0,1233642719370792961,"Rest days...🙌🏼🙌🏼 chance of a lie in , and plenty of sleep....so why am I awake 😫😫😫😫#annoyed",rest day chance lie plenty sleep.so awake,Sat Feb 29 06:38:38 +0000 2020
,id,Original text,Clean text,create_at
0,1233624952764542976,"I have to reset the router to factory, I have to force 3g then back to 4g, why, because your Bozza network forces i… https://t.co/ahk72SDS5k",reset router factory force 3g back 4g bozza network force i ,Sat Feb 29 05:28:03 +0000 2020
,id,Original text,Clean text,create_at
0,1233624628213338113,Anger is an acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.… https://t.co/7sTXZ8VxQh,anger acid harm vessel stored anything poured. ,Sat Feb 29 05:26:45 +0000 2020
,id,Original text,Clean text,create_at
0,1233622164651286529,"@americanexpress @delta Can't afford new fees for platinum #deltaamex anymore, want to downgrade to gold, but being… https://t.co/c1hMTcHT3j",ca afford new fee platinum anymore want downgrade gold being ,Sat Feb 29 05:16:58 +0000 2020
,id,Original text,Clean text,create_at
0,1233619620722024449,@IAmChrisRamsey Sorry but you must @Sheffield off the list #annoyed,sorry must list,Sat Feb 29 05:06:51 +0000 2020
,id,Original text,Clean text,create_at
0,1233619302172938240,"Grumpy Tale.
#avill #simbastudio #character #tale #characterdesign #illustration #upset #angry #superpowers #punch… https://t.co/d2dzBaEq6M",grumpy tale  ,Sat Feb 29 05:05:35 +0000 2020
,id,Original text,Clean text,create_at
0,1233609174065520640,"@British_Airways I’m not impressed with the wait at JFK, sort your planes out, I want to go home! #angry",  impressed wait jfk sort plane want go home,Sat Feb 29 04:25:21 +0000 2020
,id,Original text,Clean text,create_at
0,1233600508734181376,It look like mi affi go start sleep head and tail wid mi 10 months old baby...fcka sleep bad 🤣🤣 #Annoyed #painup,look like mi affi go start sleep head tail wid mi 10 month old baby.fcka sleep bad  ,Sat Feb 29 03:50:55 +0000 2020
,id,Original text,Clean text,create_at
0,1233585264607604736,RT @lavada_lynn: I hope they receive the same abuse in prison. A lifetime of it. I. DO. NOT. GET. PEOPLE. #GabrielHernandez I hope you’re s…,hope receive abuse prison lifetime i. get people hope   s ,Sat Feb 29 02:50:20 +0000 2020
,id,Original text,Clean text,create_at
0,1233585227387330562,"""If you treat me like an option, I'll leave you like a choice."" #annoyed",`` treat like option 'll leave like choice '',Sat Feb 29 02:50:11 +0000 2020
,id,Original text,Clean text,create_at
0,1233571965308289025,Today I am feeling #frustrated. I know I am creating it all because life isn’t moving at the speed I want. However… https://t.co/hgTYeIfm2o,today feeling know creating life   moving speed want however ,Sat Feb 29 01:57:29 +0000 2020
,id,Original text,Clean text,create_at
0,1233553956917243905,"frustrated preschooler learning to tie his shoelace after school at the porking lot,30 minutes later...HE FINALLY D… https://t.co/5zTUMKAzam","frustrated preschooler learning tie shoelace school porking lot,30 minute later.he finally d ",Sat Feb 29 00:45:56 +0000 2020
,id,Original text,Clean text,create_at
0,1233547947360608258,"@MDonner83 tell me ab it, i went to burger king and mobile ordered today and they took FOREVER 🙄 everyone was #angry",tell ab went burger king mobile ordered today took forever everyone,Sat Feb 29 00:22:03 +0000 2020
,id,Original text,Clean text,create_at
0,1233539141440360448,"Hey @Starbucks you might want to tell your store in Decatur, IL not to argue with a customer and to learn how to cr… https://t.co/TbHWvPN0bd",hey might want tell store decatur il argue customer learn cr ,Fri Feb 28 23:47:04 +0000 2020
,id,Original text,Clean text,create_at
0,1233533260501848070,I seriously dislike people who run late for things that the date and time are always the same ! #frustrated,seriously dislike people run late thing date time always,Fri Feb 28 23:23:41 +0000 2020
,id,Original text,Clean text,create_at
0,1233529703484526592,Pls no this wasn’t me #angry #grrrr,pls  ,Fri Feb 28 23:09:33 +0000 2020
,id,Original text,Clean text,create_at
0,1233528570015895553,Don't become a person that loses control everytime they get #angry. Learn how to manage anger and take back control… https://t.co/3hn6CcGIxH,become person loses control everytime get learn manage anger take back control ,Fri Feb 28 23:05:03 +0000 2020
,id,Original text,Clean text,create_at
0,1233524132974911491,It's unbelievable how #frustrated I am right now with this #boringwork 😂😅,'s unbelievable right,Fri Feb 28 22:47:25 +0000 2020
,id,Original text,Clean text,create_at
0,1233516574935601152,"Hello TwitterLand. 
I'm feeling a bit #Annoyed 

My twitter feed right now has nothing relatable or engaging.  How… https://t.co/JppAmLaoK3",hello twitterland 'm feeling bit twitter feed right nothing relatable engaging how ,Fri Feb 28 22:17:23 +0000 2020
,id,Original text,Clean text,create_at
0,1233505060782559233,"@HomeDepot the billions of $$ spent on stores, products and employees and you can’t do a simple thing as take my money.  #frustrated #lowes",billion spent store product employee   simple thing take money,Fri Feb 28 21:31:38 +0000 2020
,id,Original text,Clean text,create_at
0,1233499798508113920,I just love how some girls start pissing me off and then when I'll tell them something I'm the bad one. 🙄 Some girl… https://t.co/Lt3y8A4ezo,love girl start pissing 'll tell something 'm bad one girl ,Fri Feb 28 21:10:43 +0000 2020
,id,Original text,Clean text,create_at
0,1233498454451720193,"Just freaking WOW! A lady just drove over an embankment and almost hit me and my son AT THE BUS DOOR! You know, bec… https://t.co/qAZTGI5HP3",freaking wow lady drove embankment almost hit son bus door know bec ,Fri Feb 28 21:05:23 +0000 2020
,id,Original text,Clean text,create_at
0,1233482030832287744,"What are you mostly frustrated about everday? Maybe I can help. If not, at least you can vent it out. I’ll listen.… https://t.co/mniyu5wDjl",mostly frustrated everday maybe help least vent   listen. ,Fri Feb 28 20:00:07 +0000 2020
,id,Original text,Clean text,create_at
0,1233479522370101248,@Paytmcare The worst customer service. These people are holding on to my money and no one to assist me. #frustrated,worst customer service people holding money one assist,Fri Feb 28 19:50:09 +0000 2020
,id,Original text,Clean text,create_at
0,1233474598408249348,"Mr angry tiger face must of said something he didn’t like 
.
In progress 
.
Made by @rave_c_tattoos in @raveingink… https://t.co/tmz2Zm52z2",mr angry tiger face must said something   like progress made  ,Fri Feb 28 19:30:35 +0000 2020
,id,Original text,Clean text,create_at
